src,tgt
CC(=O)OC(C(C)=CC=CC(C)(O)CC1OC1C(C)C(O)CC)C(C)CCC(O)C(C)O,*CC(=O)OC(C(C)=CC=CC(C)(O)CC1OC1C(C)C(O)CC)C(C)CCC(O)C(*)(C)O
CCCCC(=O)NCCCCC(NC(C)=O)C(=O)NC(CCCNC(N)=[NH2+])CC(=O)NC(CCCCNC(=S)NCCC(=O)[O-])C(=O)NCC(=O)NC(C(N)=O)C(C)O,*CCCCC(=O)NCCCCC(NC(C)=O)C(=O)NC(CCCNC(N)=[NH2+])CC(=O)NC(CCCCNC(=S)NCCC(=O)[O-])C(=O)NC(*)C(=O)NC(C(N)=O)C(C)O
CCCNC(=O)C(NC(=O)C(CC)CN(O)C=O)C(C)(C)C,*CCCNC(=O)C(NC(=O)C(CC*)CN(O)C=O)C(C)(C)C
C=CCc1cccc(O)c1C(=O)OC(C)CC=CNC(=O)C=CC=CCC,*C=CCc1cccc(O)c1C(=O)OC(C*)CC=CNC(=O)C=CC=CCC
C(=O)N(CCNC(=O)CC[NH2+]C(Cc1ccccc1)C(=O)NC(C)C(=O)NC(C)C(=O)NCC)C(Cc1ccccc1)C(N)=O,*C(=O)N(CCNC(=O)CC[NH2+]C(Cc1ccccc1)C(=O)NC(C)C(=O)NC(C)C(=O)NC(*)C)C(Cc1ccccc1)C(N)=O
CC(C)Oc1ccc(NC(=O)Nc2ccccc2)cc1C(=O)N(CC(C)C(CN(C)C(=O)Nc1ccc(F)cc1)O)C(C)CO,*CC(C)Oc1ccc(NC(=O)Nc2ccccc2)cc1C(=O)N(CC(C)C(CN(C)C(=O)Nc1ccc(F)cc1)O*)C(C)CO
Cc1nc(C2=NC(C)(C(=O)NC(C(=O)OCC=CCCSC(=O)CCCCCCC)C(C)C)CS2)cs1,*Cc1nc(C2=NC(C)(C(=O)NC(C(=O)OC(*)C=CCCSC(=O)CCCCCCC)C(C)C)CS2)cs1
NC(=O)C(CC[NH3+])NC(=O)C(CCNC(=O)C(NC(=O)C(CC[NH3+])NC(=O)C(CC[NH3+])NC(=O)CC)C(C)O)NC(=O)C(CC[NH3+])NC(=O)C(NC(=O)C(CC[NH3+])NC(=O)CCCCCCC)C(C)O,*NC(=O)C(CC[NH3+])NC(=O)C(CCNC(=O)C(NC(=O)C(CC[NH3+])NC(=O)C(CC[NH3+])NC(=O)C(*)C)C(C)O)NC(=O)C(CC[NH3+])NC(=O)C(NC(=O)C(CC[NH3+])NC(=O)CCCCCCC)C(C)O
CC(=O)NC(CSCc1c(O)cc(OC)c(C)c1)c1nc(C)no1,*CC(=O)NC(CSCc1c(O)cc(OC)c(C)c1*)c1nc(C)no1
COCCN(C)C(=O)C(CC(C)C)NS(=O)(=O)c1ccc(C)cc1,*COCCN(C*)C(=O)C(CC(C)C)NS(=O)(=O)c1ccc(C)cc1
CCCC(C(=O)CC)S(=O)(=O)[N-]C(=O)Nc1cccc(C)c1,*CCCC(C(=O)CC*)S(=O)(=O)[N-]C(=O)Nc1cccc(C)c1
C=C(C)CC(C)C(O)C(CC)C(O)C(C)C=C(C)C=C(OC)C(=O)OCC(C)C(O)C(C)C1(O)CC(OC2CC(O)C(O)C(C)O2)C(C)C(C=CC)O1,*C=C(C)CC(C)C(O)C(CC)C(O)C(C)C=C(C)C=C(OC)C(=O)OC(*)C(C)C(O)C(C)C1(O)CC(OC2CC(O)C(O)C(C)O2)C(C)C(C=CC)O1
CCC=CC(NC(=O)C(Cc1ccccc1Cl)NC(=O)CCCCCCCCC)C=O,*CCC=CC(NC(=O)C(Cc1ccccc1Cl)NC(=O)CCCCCCCCC)C(*)=O
[NH+](C)C(C)C(OCCCNC(=O)CCCC)C(C)(O)C(CC)OC(=O)C(C)C(OC1CC(C)(OC)C(O)C(C)O1)C(C)C(OC1OC(C)CC([NH+](C)C)C1O)C(C)O,*[NH+](C)C(C)C(OCCCNC(=O)CCCC)C(C)(O)C(CC)OC(=O)C(C)C(OC1CC(C)(OC)C(O)C(C)O1)C(C)C(OC1OC(C)CC([NH+](C)C)C1O)C(*)(C)O
C(C)OC(=O)c1c(O)cc(N(CC)CC)cc1C=CCC(O)CO,*C(C)OC(=O)c1c(O)cc(N(CC)CC)cc1C=CCC(O)C(*)O
CCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(CC)NC(=O)C(CCCNC(N)=[NH2+])NC(C)=O)C(=O)NC1CC1,*CCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(CC*)NC(=O)C(CCCNC(N)=[NH2+])NC(C)=O)C(=O)NC1CC1
CC=CC(O)C(O)C(C)C=C(C)CC(C)C(=O)CCCC1CC(=O)NC(=O)C1,*CC=CC(O)C(O)C(C)C=C(C)C(*)C(C)C(=O)CCCC1CC(=O)NC(=O)C1
CCC=CC1CC1(NC(=O)C1CC(Oc2cc(-c3nnc(C)o3)nc3cc(OC)ccc23)CN1C(=O)CNC(=O)OC(C)(C)C)C(=O)[O-],*CCC=CC1CC1(NC(=O)C1CC(Oc2cc(-c3nnc(C)o3)nc3cc(OC)ccc23)CN1C(=O)C(*)NC(=O)OC(C)(C)C)C(=O)[O-]
C=CCCC(OC(=O)NC(CC1CCCCC1)C(=O)NC(C=O)CC)c1cccc(Cl)c1,*C=CCCC(OC(=O)NC(CC1CCCCC1)C(=O)NC(C=O)CC*)c1cccc(Cl)c1
CCCC(NC(=O)C1C2C(CN1C(=O)C(CC)NC(=O)NC(CN1C(=O)CN(C)CC1=O)C(C)(C)C)C2(C)C)C(=O)C(=O)NCC=C,*CCCC(NC(=O)C1C2C(CN1C(=O)C(CC*)NC(=O)NC(CN1C(=O)CN(C)CC1=O)C(C)(C)C)C2(C)C)C(=O)C(=O)NCC=C
c1cnc(C#N)c(OCCCCCOc2cc(C#CC[NH+](CC)CC)c(Cl)cc2)n1,*c1cnc(C#N)c(OCCCCCOc2cc(C#CC[NH+](CC)CC)c(Cl)cc2*)n1
CNCCC[NH2+]CCN(C)CC(=O)NC(COCc1ccccc1)C(=O)[O-],*CNCCC[NH2+]CCN(C*)CC(=O)NC(COCc1ccccc1)C(=O)[O-]
C(=O)C(NC(=O)C(CO)NC(=O)C(Cc1cnc[nH]1)NC(=O)CN(CCc1c[nH]c2ccccc12)C=O)C(C)OP(=O)([O-])[O-],*C(=O)C(NC(=O)C(CO)NC(=O)C(Cc1cnc[nH]1)NC(=O)CN(CCc1c[nH]c2ccccc12)C(*)=O)C(C)OP(=O)([O-])[O-]
CC(CN1CCOCC1)OC(=O)C(O)C(CC1CCCCC1)NC(=O)C(CO)NC(=O)C(Cc1ccccc1)NC(=O)CC(C)(C)NC(=O)OC(C)(C)C,*CC(CN1CCOCC1)OC(=O)C(O)C(CC1CCCCC1)NC(=O)C(CO*)NC(=O)C(Cc1ccccc1)NC(=O)CC(C)(C)NC(=O)OC(C)(C)C
CCCC(C(N)=O)N(C)C(=O)C(Cc1c[nH]c2ccccc12)N(C)C(=O)C(CCCNC(N)=[NH2+])N(C)C(=O)C(Cc1ccc2ccccc2c1)NC(=O)C(Cc1cnc[nH]1)NC(=O)CNC(=O)C(CCCC)NC(C)=O,*CCCC(C(N)=O)N(C)C(=O)C(Cc1c[nH]c2ccccc12)N(C)C(=O)C(CCCNC(N)=[NH2+])N(C)C(=O)C(Cc1ccc2ccccc2c1)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(*)NC(=O)C(CCCC)NC(C)=O
C(=O)Nc1ccc(C(NC(=O)C(NC=O)C(C)CC)C(=O)NC(CCCC[NH3+])C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccc(O)cc2)C(=O)[O-])cc1,*C(=O)Nc1ccc(C(NC(=O)C(NC(*)=O)C(C)CC)C(=O)NC(CCCC[NH3+])C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccc(O)cc2)C(=O)[O-])cc1
C(=O)CCCCc1csc(CC(C=C(C)C=CC=CCOC)OC(=O)C#CC=CC)n1,*C(=O)CCCCc1csc(CC(C=C(C)C=CC=CCOC)OC(=O)C#CC=C(*)C)n1
C(C)CC1(C)OC2(CCN(C(=O)c3cccnc3Cl)CC2)OC(C(C)C(=O)OC(CC)C(C)(O)CO)C(C)C1OC1OC(C)CC([NH+](C)C)C1O,*C(C)CC1(C)OC2(CCN(C(=O)c3cccnc3Cl)CC2)OC(C(C)C(=O)OC(CC)C(C)(O)C(*)O)C(C)C1OC1OC(C)CC([NH+](C)C)C1O
C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)NC1=C(C(=O)N(C)N2CCCCC2)C(=O)c2c(c([O-])c(C)c3c2C(=O)C(C)O3)C1=O,*C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)NC1=C(C(=O)N(C)N2CCCCC2)C(=O)c2c(c([O-])c(C)c3c2C(=O)C(*)(C)O3)C1=O
C(C)=CC(CC)C(=O)CCC(C)C(OC(=O)C1CCCCN1C(=O)C(=O)C1(O)OC(COC)C(OC)CC1C)C(C)=CC1CCC([NH2+]CC(C)O)C(OC)C1,*C(C)=CC(CC)C(=O)CCC(C)C(OC(=O)C1CCCCN1C(=O)C(=O)C1(O)OC(C(*)OC)C(OC)CC1C)C(C)=CC1CCC([NH2+]CC(C)O)C(OC)C1
OC(=O)CC(=O)OCCCOC(=O)C1(C)CCCC2(C)C3CCC4(OC(=O)CCCCCCCCC(=O)OC56CCC7C(CCC8C(C)(C=O)CCCC78C)(CC5C)C6)CC3(CCC12)CC4C,*OC(=O)CC(=O)OCCCOC(=O)C1(C)CCCC2(C)C3CCC4(OC(=O)CCCCCCCCC(=O)OC56CCC7C(CCC8C(C)(C(*)=O)CCCC78C)(CC5C)C6)CC3(CCC12)CC4C
C[NH2+]CCCN(CC[NH2+])Cc1cc(OC)c(CN2CCC[NH2+]CCNCCC[NH2+]CC2)cc1OC,*C[NH2+]CCCN(CC[NH2+]*)Cc1cc(OC)c(CN2CCC[NH2+]CCNCCC[NH2+]CC2)cc1OC
C(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)NC(CC1OC1C)C(C)=Cc1csc(C)n1,*C(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)NC(CC1OC1(*)C)C(C)=Cc1csc(C)n1
CCOc1nc(NC(=O)Nc2cc(Cl)c(N(C)C)cc2)cnc1C#N,*CCOc1nc(NC(=O)Nc2cc(Cl)c(N(C)C)cc2*)cnc1C#N
CCCCCCC(=O)N(C)C(C)C(=O)NCC(O)C[NH2+]Cc1cccc(C(C)C)c1,*CCCCCCC(=O)N(C)C(C)C(=O)NC(*)C(O)C[NH2+]Cc1cccc(C(C)C)c1
CC(=O)OC(CC=CC=C(CNC(C)=O)C(O)C(C)CC(C)CCC)C1CCCC1C(N)=O,*CC(=O)OC(CC=CC=C(CNC(C)=O)C(O)C(C)CC(C)CC(*)C)C1CCCC1C(N)=O
CC(NC(=O)C(CC(=O)[O-])NC(=O)C(Cc1cccnc1)NC(=O)C(Cc1ccc(Cl)cc1)NC(=O)C(CC)NC(C)=O)C(=O)NC(Cc1cccnc1)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)N1CCCC1C(=O)NC(C)C(N)=O,*CC(NC(=O)C(CC(=O)[O-])NC(=O)C(Cc1cccnc1)NC(=O)C(Cc1ccc(Cl)cc1)NC(=O)C(CC)NC(C)=O)C(=O)NC(Cc1cccnc1)C(=O)NC(CC(C)C)C(=O)NC(C*)C(=O)N1CCCC1C(=O)NC(C)C(N)=O
C(C)C(C)=CC(=C)CC(C)CC1OC1C=CCCC=C(C)C(=O)OC(C)CC(C)C(O)CO,*C(C)C(C)=CC(=C)CC(C)CC1OC1C=CCCC=C(C)C(=O)OC(C)CC(C)C(O)C(*)O
CCN(CCOCCOCCOCCO)P(=O)(N1CC1)N1CC1,*CCN(CCOCCOCCOCCO*)P(=O)(N1CC1)N1CC1
CC(NC(=O)C(CC(N)=O)NC(=O)C(CC1CCCCC1)NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccc(O)cc1)N)C(=O)N1CCCC1C(=O)NC(CC[NH3+])C(=O)NCC(N)=O,*CC(NC(=O)C(CC(N)=O)NC(=O)C(CC1CCCCC1)NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccc(O)cc1)N*)C(=O)N1CCCC1C(=O)NC(CC[NH3+])C(=O)NCC(N)=O
CC(NC(=O)C(Cc1ccccc1)NC(=O)C(CCCC[NH+]=C([S-])Nc1ccc2c(c1)C(=O)OC21c2ccc(O)cc2Oc2cc(O)ccc21)NC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCCC[NH3+])C(=O)NC(C(=O)NCC(=O)NC(C(=O)[O-])C(C)O)C(C)O,*CC(NC(=O)C(Cc1ccccc1)NC(=O)C(CCCC[NH+]=C([S-])Nc1ccc2c(c1)C(=O)OC21c2ccc(O)cc2Oc2cc(O)ccc21)NC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCCC[NH3+])C(=O)NC(C(=O)NC(*)C(=O)NC(C(=O)[O-])C(C)O)C(C)O
Oc1ccc(-c2c(OC)cccc2OC)cc1C(=O)OCC(C)(C)C1(O)OC(CC(CC(=O)OC)O)CC(=CC(=O)OC)C1OC(=O)CCCCCCC,*Oc1ccc(-c2c(OC)cccc2OC)cc1C(=O)OCC(C)(C)C1(O)OC(CC(CC(=O)OC)O*)CC(=CC(=O)OC)C1OC(=O)CCCCCCC
C(=O)C(O)C(O)CC(O)CC1(O)CC(O)C(C(=O)[O-])C(CC(C=CC=CC=CC=CC=CC=CC=CC(C)C(O)C(C)C(C)OC(=O)CCO)OC2OC(C)C(O)C([NH3+])C2O)O1,*C(=O)C(O)C(O)CC(O)CC1(O)CC(O)C(C(=O)[O-])C(CC(C=CC=CC=CC=CC=CC=CC=CC(C)C(O)C(C)C(C)OC(=O)CC(*)O)OC2OC(C)C(O)C([NH3+])C2O)O1
NC(=O)C(CC(C)C)NC(=O)OC(CCCCCCNC=O)c1cccc(Cl)c1,*NC(=O)C(CC(C)C)NC(=O)OC(CCCCCCNC(*)=O)c1cccc(Cl)c1
C=CC(OC)C(OC(N)=O)C(C)=CC(C)C(O)C(CC(C)CC1=C(NCCCC#Cc2cccc3c(=O)cc(N4CCOCC4)oc23)C(=O)C=C(N)C1=O)OC,*C=CC(OC)C(OC(N)=O)C(C)=CC(C)C(O)C(CC(C)CC1=C(NCCCC#Cc2cccc3c(=O)cc(N4CCOCC4)oc23)C(=O)C=C(N*)C1=O)OC
CC(C)(O)C(OC1OC(C)CC([NH+](C)C)C1OCCCNC(=O)CNc1cc[nH+]c2ccccc12)C(C)C(OC1CC(C)(OC)C(O)C(C)O1)C(C)C(=O)OC(CC)C(C)(O)C(O)CC,*CC(C)(O)C(OC1OC(C)CC([NH+](C)C)C1OCCCNC(=O)CNc1cc[nH+]c2ccccc12)C(C)C(OC1CC(C)(OC)C(O)C(C)O1)C(C)C(=O)OC(CC)C(C)(O)C(O)C(*)C
C=CC(=O)N1CCCC1C(=O)NC(Cc1ccc2ccccc2c1)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(Cc1c[nH]c2ccccc12)C=O,*C=CC(=O)N1CCCC1C(=O)NC(Cc1ccc2ccccc2c1)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(Cc1c[nH]c2ccccc12)C(*)=O
CCCC=C(SCCCSC)C(=C)CCC,*CCCC=C(SCCCSC)C(=C)CCC*
COCCOCCNC(=O)C(Cc1ccc(NC(=O)C(Cc2ccccc2Cl)NC(=O)Cc2cccc(O)c2)cc1)NC(=O)CC1CCCC1,*COCCOCCNC(=O)C(Cc1ccc(NC(=O)C(Cc2ccccc2Cl)NC(=O)Cc2cccc(O)c2)cc1)NC(=O)CC1(*)CCCC1
CC=CC=CC(O)C(C)CC(CC[NH2+]CCC1CC(C)C(O)C=CC=CCC(C)OC(=O)CC(O)C(OC)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CCC)C(C)O2)C([NH+](C)C)C1O)C(OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CCC)C(C)O2)C([NH+](C)C)C1O)C(OC)C(O)C,*CC=CC=CC(O)C(C)CC(CC[NH2+]CCC1CC(C)C(O)C=CC=CCC(C)OC(=O)CC(O)C(OC)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CCC)C(C)O2)C([NH+](C)C)C1O)C(OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CCC)C(C)O2)C([NH+](C)C)C1O)C(OC)C(O)C*
CC(NC(=O)CCCCCCCCC(C)CC(C)CC)C(=O)NC(C(=O)N1CC(O)CC1C(=O)NC(C(=O)NC(C(=O)N1CC(O)C(C=O)C1)C(O)CCNC(=O)CC[NH3+])C(O)C(O)c1ccc(O)cc1)C(C)O,*CC(NC(=O)CCCCCCCCC(C)CC(C)CC)C(=O)NC(C(=O)N1CC(O)CC1C(=O)NC(C(=O)NC(C(=O)N1CC(O)C(C(*)=O)C1)C(O)CCNC(=O)CC[NH3+])C(O)C(O)c1ccc(O)cc1)C(C)O
C(=O)CCCCCCC(=O)NC(Cc1ccc2ccccc2c1)C(=O)NCCCCCNC(C)=S,*C(=O)CCCCCCC(=O)NC(Cc1ccc2ccccc2c1)C(=O)NC(*)CCCCNC(C)=S
CCOC(CN(C)S(=O)(=O)c1ccc(C)cc1)C(C)CN(C(=O)c1cc(NS(=O)(=O)c2ccc(OC)cc2)ccc1)C(C)CO,*CCOC(CN(C)S(=O)(=O)c1ccc(C)cc1)C(C)CN(C(=O)c1cc(NS(=O)(=O)c2ccc(OC)cc2)ccc1*)C(C)CO
NC(=O)CCNC(=O)C(Cc1ccc(OC(C)CC)cc1)NC(=O)CNC(=O)C([NH3+])Cc1ccccc1,*NC(=O)CCNC(=O)C(Cc1ccc(OC(C)CC)cc1)NC(=O)C(*)NC(=O)C([NH3+])Cc1ccccc1
CCCCCC(OC(=O)CCC(=O)[O-])C(=O)C=CC(=O)OC(C)C,*CCCCCC(OC(=O)CCC(=O)[O-])C(=O)C=CC(=O)OC(C)C*
c1cc(C(=O)NC(CCc2cccc(CC(C)[NH3+])c2)c2ccccc2)cc(N(C)S(=O)(=O)CC(F)(F)F)c1,*c1cc(C(=O)NC(CCc2cccc(CC(*)(C)[NH3+])c2)c2ccccc2)cc(N(C)S(=O)(=O)CC(F)(F)F)c1
NC(C(=O)NCC(=O)NCC(=O)NC(CCC[NH+]=C(N)N)C(=O)NC(C(=O)NC(CCC(=O)[O-])C(=O)NC(CCC[NH+]=C(N)N)C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)NC(CCC[NH+]=C(N)N)C(=O)NC(CSS)C(N)=O)C(C)CC)C(C)CC)C1CCCCC1,*NC(C(=O)NCC(=O)NCC(=O)NC(CCC[NH+]=C(N)N)C(=O)NC(C(=O)NC(CCC(=O)[O-])C(=O)NC(CCC[NH+]=C(N)N)C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)NC(CCC[NH+]=C(N)N)C(=O)NC(CSS*)C(N)=O)C(C)CC)C(C)CC)C1CCCCC1
CCCCC1CC2C[NH+](CC(O)C=CC=CCCCCCCC3C[NH+](C)CCC32)C1,*CCCCC1CC2C[NH+](CC(O)C=CC=CCCCCCCC3C[NH+](C*)CCC32)C1
CCC=CC(Cc1c(Cl)c(O)cc(O)c1C=O)=NOCC(=O)N1CCCCC1,*CCC=CC(Cc1c(Cl)c(O)cc(O)c1C(*)=O)=NOCC(=O)N1CCCCC1
CN(CC(N)=O)C(=O)C(CCC(C)C)NC(=O)C(C[NH3+])NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCC)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C1CCCN1C(=O)C(CCCNC(N)=[NH2+])NC=O,*CN(CC(N)=O)C(=O)C(CCC(C)C)NC(=O)C(C[NH3+])NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCC)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C1CCCN1C(=O)C(CCCNC(N)=[NH2+])NC(*)=O
C(Cc1ccc(NC(=O)OCC2c3ccccc3-c3ccccc32)c(Cl)c1)NC(=O)C=CCC(OC(=O)C(CC(C)C)OC(=O)C(C)C)C(C)C=Cc1ccccc1,*C(Cc1ccc(NC(=O)OCC2c3ccccc3-c3ccccc32)c(Cl)c1)NC(=O)C=CCC(OC(=O)C(CC(C)C)OC(=O)C(*)(C)C)C(C)C=Cc1ccccc1
CCCCCC(=O)OC1C(OC2OC(C)C(OC(=O)C(C)=CC)C(O)C2O)C(C)OC(OC2C(OC3C(OC(C)CCCCC)OC(C)C(O)C3O)OC(COC(=O)C(C)C(C)O)C(O)C2O)C1OC(=O)C(C)C,*CCCCCC(=O)OC1C(OC2OC(C)C(OC(=O)C(C)=CC)C(O)C2O)C(C)OC(OC2C(OC3C(OC(C*)CCCCC)OC(C)C(O)C3O)OC(COC(=O)C(C)C(C)O)C(O)C2O)C1OC(=O)C(C)C
CCn1cnc(CC(NC(=O)c2cc(O)ccc2Cl)C(=O)[O-])c1,*CCn1cnc(CC(NC(=O)c2cc(O*)ccc2Cl)C(=O)[O-])c1
CCc1ccc[n+](CCCCCCCCCCCCCc2ccc[n+](C)c2)c1,*CCc1ccc[n+](CCCCCCCCCCCCCc2ccc[n+](C*)c2)c1
C(C)CC(C)(O)C(OC1OC(C)CC([NH+](C)C)C1O)C(C)C(OC1CC(C)(OC)C(O)C(C)O1)C(C)C(=O)OCCOCc1ccccc1,*C(C)CC(C)(O)C(OC1OC(C)CC([NH+](C)C)C1O)C(C)C(OC1CC(C)(OC)C(O)C(C)O1)C(C)C(=O)OC(*)COCc1ccccc1
CCC(C(=O)NO)C(CCCc1cc(C)cc(C(C)C)c1)C(=O)NC(C)C(=O)NC,*CCC(C(=O)NO)C(CCCc1cc(C)cc(C(C)C)c1)C(=O)NC(C*)C(=O)NC
NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCC(=O)[O-])NC(=O)C(CCSC)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CC(C)=O)C(C)CC)C(C)C)C(C)O,*NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCC(=O)[O-])NC(=O)C(CCSC)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(*)C(C)=O)C(C)CC)C(C)C)C(C)O
CNC(=O)C(Cc1ccc(Oc2cc(CC(=NO)C(=O)NCCSSCCNC(=O)C(Cc3cc(Br)c([O-])c(Oc4ccccc4Br)c3)=NO)cc(Br)c2O)c(Br)c1)=NO,*CNC(=O)C(Cc1ccc(Oc2cc(CC(=NO)C(=O)NCCSSCCNC(=O)C(Cc3cc(Br)c([O-])c(Oc4ccc(*)cc4Br)c3)=NO)cc(Br)c2O)c(Br)c1)=NO
CCNC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(CCC[NH3+])NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)N)C(C)O,*CCNC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(CCC[NH3+])NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)N*)C(C)O
CCCCCCCCCCCCC(=O)OCC(COC(=O)C=Cc1ccc(O)c(OC)c1)OCCCCCCCC,*CCCCCCCCCCCCC(=O)OCC(COC(=O)C=Cc1ccc(O)c(OC)c1)OCCCCCCCC*
NC(=O)C=CC(=C)NC(=O)C(CCOC(=O)C12CC3CC(CC(C3)C1)C2)C(OC(=O)CC(C)C)C(C)CCCCCC,*NC(=O)C=CC(=C)NC(=O)C(CCOC(=O)C12CC3CC(CC(C3)C1)C2)C(OC(=O)C(*)C(C)C)C(C)CCCCCC
C(=O)N(C)C(C(=O)OC(C)C(NC(=O)c1c2nc3c(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)cc(OC)c(C)c3oc-2c(C)c(=O)c1N)C(=O)NC(C(=O)N1CCCC1)C(C)C)C(C)C,*C(=O)N(C)C(C(=O)OC(C)C(NC(=O)c1c2nc3c(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)cc(OC)c(C)c3oc-2c(C)c(=O)c1N)C(=O)NC(C(=O)N1CCCC1*)C(C)C)C(C)C
C(NC(=O)C(CNC(=O)C(NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(CCC[NH3+])NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CC(C)O)c1ccc(O)cc1)c1ccc(O)cc1)C(C)O)c1ccc(O)cc1)C(C)O)c1ccc(O)cc1)c1ccc(O)c(Cl)c1)NC(=O)C(CC(N)=O)NC(=O)C=CC=CCC(C)C)c1ccc(O)cc1,*C(NC(=O)C(CNC(=O)C(NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(CCC[NH3+])NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(*)C(C)O)c1ccc(O)cc1)c1ccc(O)cc1)C(C)O)c1ccc(O)cc1)C(C)O)c1ccc(O)cc1)c1ccc(O)c(Cl)c1)NC(=O)C(CC(N)=O)NC(=O)C=CC=CCC(C)C)c1ccc(O)cc1
C(C)C1NC(=O)OC1(C)C(CC)OC(=O)C(C)C(=O)C(C)C(OC1OC(C)CC([NH+](C)C)C1O)C(C)OC(=O)NN(C)CC=Cc1ccc(-c2ncccn2)cc1,*C(C)C1NC(=O)OC1(C)C(CC)OC(=O)C(C)C(=O)C(C)C(OC1OC(C)CC([NH+](C)C)C1O)C(*)(C)OC(=O)NN(C)CC=Cc1ccc(-c2ncccn2)cc1
CC(CCCCC)OCCOC1OC(COC(=O)CCC=O)C(OC(=O)C=Cc2ccccc2)C(OC(=O)C(C)=CC)C1O,*CC(CCCCC)OCCOC1OC(COC(=O)CCC(*)=O)C(OC(=O)C=Cc2ccccc2)C(OC(=O)C(C)=CC)C1O
CSSCC(NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)CCc1c[nH]c2ccccc12)C(C)CC)C(=O)N(C)CC(=O)NC(CCC[NH+]=C(N)N)C(=O)NCC(N)=O,*CSSCC(NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(*)Cc1c[nH]c2ccccc12)C(C)CC)C(=O)N(C)CC(=O)NC(CCC[NH+]=C(N)N)C(=O)NCC(N)=O
C=CCC(OC(=O)C(C)NC(=O)CCCC(C)C)C(C)C(O)C(C)=CCCc1cc(O)cc(NC(=O)CCOC)c1,*C=CCC(OC(=O)C(C)NC(=O)CCCC(C)C)C(C)C(O)C(C)=CCCc1cc(O)cc(NC(=O)CC(*)OC)c1
