src,tgt
C(O)C(CC(C)CC1=C(NCc2ccc(C(=O)OC)cc2)C(=O)C=C(NC(=O)C(C)=CC=CC(OC)COC(N)=O)C1=O)OC,*C(O)C(CC(C)CC1=C(NCc2ccc(C(=O)OC)cc2)C(=O)C=C(NC(=O)C(C)=CC=CC(OC)C(*)OC(N)=O)C1=O)OC
C(C=CCCC(=O)C(C)(O)CC(C)COC1OC(C)CC(O)(C(C)O)C1O)COC1OC(C)C(O)C(OC)C1OC,*C(C=CCCC(=O)C(C)(O)CC(C)C(*)OC1OC(C)CC(O)(C(C)O)C1O)COC1OC(C)C(O)C(OC)C1OC
C1(C)CCC(CC(OC(C)=O)C2(C)CCC(C(C)O)O2)C(=C)C(=O)O1,*C1(C)CCC(CC(OC(C)=O)C2(C)CCC(C(*)(C)O)O2)C(=C)C(=O)O1
C=CC1C(O)C(C)=C(C)C2C(Cc3c[nH]c4ccccc34)NC(=O)C12C(=O)CCC=O,*C=CC1C(O)C(C)=C(C)C2C(Cc3c[nH]c4ccccc34)NC(=O)C12C(=O)CCC(*)=O
Cc1ccc2nc3c(ccc4cc5cc(C[NH2+]CCNCC[NH2+]Cc6ccc7nc8c(ccc9cc%10ccccc%10nc98)cc7c6)ccc5nc43)cc2c1,*Cc1ccc2nc3c(ccc4cc5cc(C[NH2+]CCNCC[NH2+]Cc6ccc7nc8c(ccc9cc%10cc(*)ccc%10nc98)cc7c6)ccc5nc43)cc2c1
CCCC([NH3+])C(=O)N1CCCC1C(=O)Nc1ccc(C[S+](CCCC)CCCC)c(C(=O)N)c1,*CCCC([NH3+])C(=O)N1CCCC1C(=O)Nc1ccc(C[S+](CCCC)CCCC)c(C(=O)N*)c1
CCCCCCCCNC(=O)C(c1c(C(=O)[O-])[nH]c2cc(Cl)ccc12)N(Cc1cc(F)c(F)c(F)c1)C(=O)C,*CCCCCCCCNC(=O)C(c1c(C(=O)[O-])[nH]c2cc(Cl)ccc12)N(Cc1cc(F)c(F)c(F)c1)C(=O)C*
COC1=C(C)C(=O)SC1(C)C1(O)C(=O)N(C)c2ccc(Cl)cc21,*COC1=C(C)C(=O)SC1(C)C1(O)C(=O)N(C*)c2ccc(Cl)cc21
CCCC(=O)Nc1cc(CCC=C(C)CCC(C)OC(=O)CNC(=O)C2CCCCC2)cc(OC)c1,*CCCC(=O)Nc1cc(CCC=C(C)CCC(C*)OC(=O)CNC(=O)C2CCCCC2)cc(OC)c1
CN(C)C(=O)C(Cc1ccccc1)N(C)C(=O)C(C)NC(=O)C(OC(=O)C(C)=CCC(O)C(C)C(OC(=O)C(C)N(C)C(=O)CC(C)CC)C(C)CCC)C(C)CC,*CN(C)C(=O)C(Cc1ccccc1)N(C)C(=O)C(C)NC(=O)C(OC(=O)C(C)=CCC(O)C(C)C(OC(=O)C(C)N(C)C(=O)C(*)C(C)CC)C(C)CCC)C(C)CC
CC(O)C(C)C(OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C([NH+](C)C)C1O)C(CCN1C(=O)c2ccccc2C1=O)CCC,*CC(O)C(C)C(OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C([NH+](C)C)C1O)C(CCN1C(=O)c2ccccc2C1=O)CC(*)C
CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(C)C(=O)N1CCCC1C(=O)NC(CCCNC(N)=[NH2+])C(=O)NCC(N)=O)C(C)O,*CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(C*)C(=O)N1CCCC1C(=O)NC(CCCNC(N)=[NH2+])C(=O)NCC(N)=O)C(C)O
CCCCCCCCCCNC(=O)C(c1c(C(=O)OCC)[nH]c2cc(Cl)ccc12)N(Cc1ccc(OCc2ccc(Cl)c(Cl)c2)cc1)C(=O)CCC,*CCCCCCCCCCNC(=O)C(c1c(C(=O)OCC)[nH]c2cc(Cl)ccc12)N(Cc1ccc(OCc2ccc(Cl)c(Cl)c2)cc1)C(=O)CCC*
CCC(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(C)=O)C(=O)NC(CO)(CO)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NCC(N)=O,*CCC(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(C)=O)C(=O)NC(CO)(CO)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(*)C(N)=O
C(=O)C=CC(C)C(C)OC(=O)c1ccc(NCCC)cc1O,*C(=O)C=CC(C)C(C)OC(=O)c1c(*)cc(NCCC)cc1O
CCC[NH+](CC)Cc1cccc(C[NH+]2CCCNCCNCCC[NH2+]CCC2)c1,*CCC[NH+](CC*)Cc1cccc(C[NH+]2CCCNCCNCCC[NH2+]CCC2)c1
NC(Cc1ccc(Cl)cc1)C(=O)NC1(C(=O)NC(Cc2ccccc2)C(=O)NCC=Cc2ccccc2)CCCC1,*NC(Cc1ccc(Cl)cc1)C(=O)NC1(C(=O)NC(Cc2ccccc2)C(=O)NCC=Cc2ccccc2*)CCCC1
Nc1c(C)c(OC(C)=O)c2c(c1O)C(=O)C(C)=C1OCOC(C(C)=CC(C)C(O)C(C)C(O)C(C(=O)OC)C(O)CC)=C12,*Nc1c(C)c(OC(C)=O)c2c(c1O)C(=O)C(C)=C1OCOC(C(C)=CC(C)C(O)C(C)C(O)C(C(=O)OC)C(O)C(*)C)=C12
CC[NH+](C)CCn1cc(C2=C(c3cn(CC[NH+]C)c4ccccc34)C(=O)NC2=O)c2ccccc21,*CC[NH+](C)CCn1cc(C2=C(c3cn(CC[NH+](*)C)c4ccccc34)C(=O)NC2=O)c2ccccc21
CCCCC1NC(=O)C(CCCCCC(=O)NO)NC(=O)C2CCCN2C(=O)C(C)NC1=O,*CCCCC1NC(=O)C(CCCCCC(=O)NO)NC(=O)C2CCCN2C(=O)C(C*)NC1=O
c1c(C=NN2CC[NH+](C)CC2)c(O)c2c3c(c(C)c([O-])c2c1O)OC(C)(OC=CC(OC)C(C)C(O)C(C)C(O)C(C)CO)C3=O,*c1c(C=NN2CC[NH+](C)CC2)c(O)c2c3c(c(C)c([O-])c2c1O)OC(C)(OC=CC(OC)C(C)C(O)C(C)C(O)C(C)C(*)O)C3=O
C(=O)C(CC(C)C)N(C)C(=O)C(CNC(=O)C(CC(C)C)N(C)C(=O)CN(C)C(=O)C(CC(C)C)N(C)C(=O)C(COC(=O)C(CC(C)C)NC)NC(=O)c1ccc2ccccc2n1)NC(=O)c1ccc2ccccc2n1,*C(=O)C(CC(C)C)N(C)C(=O)C(CNC(=O)C(CC(C)C)N(C)C(=O)CN(C)C(=O)C(CC(C)C)N(C)C(=O)C(COC(=O)C(CC(C)C)N(*)C)NC(=O)c1ccc2ccccc2n1)NC(=O)c1ccc2ccccc2n1
NC(Cc1ccc(OCC)cc1)C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(CS)C(=O)N1CC(OC)CC1C(=O)NC(CC(C)C)C(=O)NCC(N)=O)C(C)CC,*NC(Cc1ccc(OCC)cc1)C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(CS*)C(=O)N1CC(OC)CC1C(=O)NC(CC(C)C)C(=O)NCC(N)=O)C(C)CC
NC(=O)C(Cc1ccccc1)NC(=O)C(CSSCC(NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(CO)NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)CNC(=O)C(NC(=O)C(CCC[NH+]=C(N)N)NC(=O)C(CC(=O)[O-])NC(=O)C(NC(=O)C(CCC[NH+]=C(N)N)N)C(C)CC)C(C)CC)C(=O)NC(C)C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)NC(Cc1ccccc1)C(=O)NC(CCC[NH+]=C(N)N)C(N)=O)NC(=O)C(CO)NC(=O)C([NH3+])CO,*NC(=O)C(Cc1ccccc1)NC(=O)C(CSSCC(NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(CO)NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)CNC(=O)C(NC(=O)C(CCC[NH+]=C(N)N)NC(=O)C(CC(=O)[O-])NC(=O)C(NC(=O)C(CCC[NH+]=C(N)N)N*)C(C)CC)C(C)CC)C(=O)NC(C)C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)NC(Cc1ccccc1)C(=O)NC(CCC[NH+]=C(N)N)C(N)=O)NC(=O)C(CO)NC(=O)C([NH3+])CO
CCCC(=O)OC1C(OC2COC(C)C(O)C2O)OC(C)C(OC2OC(C)C(OC3OC(C)C(OC(=O)C(C)CC)C(O)C3OC(=O)C=Cc3ccccc3)C(OC3OC(C)C(O)C(O)C3O)C2OC(=O)CCCCCCCCC)C1O,*CCCC(=O)OC1C(OC2C(*)OC(C)C(O)C2O)OC(C)C(OC2OC(C)C(OC3OC(C)C(OC(=O)C(C)CC)C(O)C3OC(=O)C=Cc3ccccc3)C(OC3OC(C)C(O)C(O)C3O)C2OC(=O)CCCCCCCCC)C1O
C(=O)C(CO)NC(=O)C(NC(=O)C(NC(=O)C(Cc1ccc2nc(-c3ccc4c(c3)-c3ccccc3C4)oc2c1)NC(=O)CC(C)c1ccccc1)C(O)C1C[NH+]=C(N)N1)C(O)C1C[NH+]=C(N)N1C1OC(CO)C(O)C(O)C1O,*C(=O)C(CO)NC(=O)C(NC(=O)C(NC(=O)C(Cc1ccc2nc(-c3ccc4c(c3)-c3ccccc3C4)oc2c1)NC(=O)C(*)C(C)c1ccccc1)C(O)C1C[NH+]=C(N)N1)C(O)C1C[NH+]=C(N)N1C1OC(CO)C(O)C(O)C1O
CCCC(C)CC(C)C(=O)C(OC)C(O)C(C)=CC(C)C(=O)CC(OC(=O)C1CCCCN1C(=O)C(=O)C1(O)OCCCC1C)C(C)CC1CCC(O)C(OC)C1,*CCCC(C)CC(C)C(=O)C(OC)C(O)C(C)=CC(C)C(=O)CC(OC(=O)C1CCCCN1C(=O)C(=O)C1(O)OC(*)CCC1C)C(C)CC1CCC(O)C(OC)C1
CCCNC(=O)CCNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CC,*CCCNC(=O)CCNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(*)C
c1csc(C(NC(=O)CNC(=O)c2nc(C(NC(=O)c3nc(C(CC(=O)NC)NC(=O)c4csc(-c5ccc(-c6nc(NC(=O)OCC(C)(C)[NH3+])cs6)nc5)n4)sc3C)C(C)C)sc2COC)C(O)c2ccccc2)n1,*c1csc(C(NC(=O)CNC(=O)c2nc(C(NC(=O)c3nc(C(CC(=O)NC)NC(=O)c4csc(-c5ccc(-c6nc(NC(=O)OCC(C)(C)[NH3+])cs6)nc5*)n4)sc3C)C(C)C)sc2COC)C(O)c2ccccc2)n1
CCCCC(NC(=O)C(CO)NC(=O)C(CCCC)NC(=O)C(NC(=O)C(C)NC(=O)C(CCC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCCC[NH3+])NC(=O)C(CCC[NH+]=C(N)N)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCCC[NH3+])NC(=O)C(CCC[NH+]=C(N)N)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(C)NC(=O)C(CC(=O)[O-])NC(=O)C(C)NC(=O)C(C)([NH3+])Cc1ccc(O)cc1)C(C)CC)C(C)O)C(C)C)C(C)CC)C(N)=O,*CCCCC(NC(=O)C(CO)NC(=O)C(CCCC)NC(=O)C(NC(=O)C(C*)NC(=O)C(CCC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCCC[NH3+])NC(=O)C(CCC[NH+]=C(N)N)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCCC[NH3+])NC(=O)C(CCC[NH+]=C(N)N)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(C)NC(=O)C(CC(=O)[O-])NC(=O)C(C)NC(=O)C(C)([NH3+])Cc1ccc(O)cc1)C(C)CC)C(C)O)C(C)C)C(C)CC)C(N)=O
COC(C[NH+](C)Cc1ccncc1)C(C)CN(C(=O)c1cc(NS(=O)(=O)c2ccccc2)ccc1)C(C)CO,*COC(C[NH+](C)Cc1ccncc1)C(C)CN(C(=O)c1cc(NS(=O)(=O)c2ccccc2)ccc1*)C(C)CO
CC1NC(=O)CNC(=O)C(CC(C)C)NC(=O)C2CCCN2C(=O)CNC(=O)C(C(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(C(C)CC)NC(=O)C(Cc2ccc(O)cc2)NC1=O,*CC1NC(=O)CNC(=O)C(CC(C)C)NC(=O)C2CCCN2C(=O)C(*)NC(=O)C(C(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(C(C)CC)NC(=O)C(Cc2ccc(O)cc2)NC1=O
CCCCNC(=O)C1CCCN1C(=O)C(CCCNC(N)=[NH2+])NC(=O)C1(NC(=O)C2CCCN2C(=O)C(Cc2cc(F)cc(F)c2)NC(=O)C[NH3+])CCC1,*CCCCNC(=O)C1CCCN1C(=O)C(CCCNC(N)=[NH2+])NC(=O)C1(NC(=O)C2CCCN2C(=O)C(Cc2cc(F)cc(F)c2)NC(=O)C(*)[NH3+])CCC1
NC(C(=O)NC(Cc1ccc(O)cc1)C(O)CN(CCCCCC(=O)[O-])S(=O)(=O)c1ccc(N)cc1)C(C)C,*NC(C(=O)NC(Cc1ccc(O*)cc1)C(O)CN(CCCCCC(=O)[O-])S(=O)(=O)c1ccc(N)cc1)C(C)C
CCC(O)C(O)CC(=O)CC(O)C(C(=O)[O-])C(O)CC(C=CC=CC=CC=CCCC=CC=CC(C)C(O)C(C)C(C)O)OC1OC(C)C(O)C([NH3+])C1O,*CCC(O)C(O)CC(=O)CC(O)C(C(=O)[O-])C(O)CC(C=CC=CC=CC=CCCC=CC=CC(C)C(O)C(C)C(C)O*)OC1OC(C)C(O)C([NH3+])C1O
CC(C)OC(=O)Cc1cc(O)cc(O)c1C=O,*CC(C)OC(=O)Cc1cc(O)cc(O)c1C(*)=O
C(C)C(O)C(C)C=CC(=O)OC12C(=O)NC(Cc3ccccc3)C1C(C)C1(C)OC1C2,*C(C)C(O)C(C)C=CC(=O)OC12C(=O)NC(Cc3ccccc3)C1C(C)C1(C)OC1C2*
CCCCC(CCCOC(=O)C)NS(C)(=O)=O,*CCCCC(CCCOC(=O)C*)NS(C)(=O)=O
Nc1cc(Nc2cccnc2)ccc1-c1ccnc(CN2CCC(c3c(F)ccc(Cl)c3F)=CC2=O)c1,*Nc1cc(Nc2cccnc2)ccc1-c1ccnc(C(*)N2CCC(c3c(F)ccc(Cl)c3F)=CC2=O)c1
C1CC(C)C(=C)C(CC2OC(CC(COCC)OCC)C(OC)C2CC(=O)CC2CCC3OC4C5OC6CC5OC4C(O6)C3O2)O1,*C1CC(C)C(=C)C(CC2OC(CC(COCC)OCC)C(OC)C2CC(=O)CC2CCC3OC4C5OC6(*)CC5OC4C(O6)C3O2)O1
NCC[NH2+]CCCNCc1ccc2ccc(CN3CCC[NH2+]CCNCCC[NH2+]CC3)cc2c1,*NCC[NH2+]CCCN(*)Cc1ccc2ccc(CN3CCC[NH2+]CCNCCC[NH2+]CC3)cc2c1
CC(NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(Cc1ccccc1)NC(=O)CCc1ccc(OCC)cc1)C(=O)N1CCCC1C(=O)NC(CCCC[NH3+])C(=O)NCC(=O)[O-],*CC(NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(Cc1ccccc1)NC(=O)C(*)Cc1ccc(OCC)cc1)C(=O)N1CCCC1C(=O)NC(CCCC[NH3+])C(=O)NCC(=O)[O-]
CCCC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(NC(=O)C(C[S-])NC(C)=O)C(C)CC)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)[O-],*CCCC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(NC(=O)C(C[S-])NC(C)=O)C(C)CC)C(=O)NC(Cc1ccc(*)cc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)[O-]
CCCNC(=O)CC(CCCCCCCCCCCCC)NC,*CCCNC(=O)CC(CCCCCCCCCCCCC)NC*
CCC[NH2+]C(Cc1ccccc1)C(=O)NCC(=O)NCC(=O)NCC(=O)N(CC[NH2+]CCN)C(Cc1ccccc1)C(N)=O,*CCC[NH2+]C(Cc1ccccc1)C(=O)NCC(=O)NCC(=O)NCC(=O)N(CC[NH2+]CCN*)C(Cc1ccccc1)C(N)=O
CCc1ccc(C)c(C(=O)NCCCC[NH+]2CCN(c3cccc(Cl)c3Cl)CC2)c1,*CCc1ccc(C*)c(C(=O)NCCCC[NH+]2CCN(c3cccc(Cl)c3Cl)CC2)c1
c1cc2cc(c1OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)Oc1ccc(cc1C=CCCCCCC)C(O)C1NC(=O)C(NC(=O)C2NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(CC(C)C)[NH2+]C)c2ccc(O)c(c2)-c2c(O)cc(O)cc2C(C(=O)[O-])NC1=O,*c1cc2cc(c1OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)Oc1ccc(cc1C=CCCCCCC)C(O)C1NC(=O)C(NC(=O)C2NC(=O)C(CC(N)=O)NC(=O)C(*)NC(=O)C(CC(C)C)[NH2+]C)c2ccc(O)c(c2)-c2c(O)cc(O)cc2C(C(=O)[O-])NC1=O
C(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C=CC(Cc1ccccc1)NC(=O)CCC(=O)[O-])C(C)C,*C(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C=CC(Cc1ccccc1)NC(=O)C(*)CC(=O)[O-])C(C)C
CCC1CC(C)C(=C)C(CC2OC(CC[NH3+])C(OC)C2CC(=O)CC2CCC3OC4C5OC6CC5OC4C(O6)C3O2)O1,*CCC1CC(C)C(=C)C(CC2OC(CC[NH3+])C(OC)C2CC(=O)CC2CCC3OC4C5OC6(*)CC5OC4C(O6)C3O2)O1
CCN(CCCNCC[NH2+]C)C(=O)CCCC(=O)N1CCC[NH+](CCCCC(=O)OCC2OC(n3cc(C)c(=O)[nH]c3=O)CC2N=[N+]=[N-])CCNCCC[NH2+]CC1,*CCN(CCCNCC[NH2+]C*)C(=O)CCCC(=O)N1CCC[NH+](CCCCC(=O)OCC2OC(n3cc(C)c(=O)[nH]c3=O)CC2N=[N+]=[N-])CCNCCC[NH2+]CC1
CCCCCCC(=O)C1CCOCCOCCOCCC(C=O)Cc2cccc(n2)C1,*CCCCCCC(=O)C1CCOCCOCCOCCC(C(*)=O)Cc2cccc(n2)C1
C(C=C(C)CC(C)CC(OC)C1OC(O)(C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)=CC2CCC(OCC(=O)NCc3ccccc3)C(OC)C2)CC)C(C)CC1OC)CC,*C(C=C(C)CC(C)CC(OC)C1OC(O)(C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)=CC2CCC(OCC(=O)NCc3ccccc3)C(OC)C2)C(*)C)C(C)CC1OC)CC
C=CC(C)C(OC1OC(C)CC(O)(C(C)O)C1O)C(C)CC(C)(O)C(=O)CCC1OC1CCOC1OC(C)C(O)C(OC)C1OC,*C=CC(C)C(OC1OC(C)CC(O)(C(C)O)C1O)C(C)CC(C)(O)C(=O)CCC1OC1C(*)COC1OC(C)C(O)C(OC)C1OC
CCc1ccc(Oc2cc(CC)ccc2OC)cc1,*CCc1ccc(Oc2cc(CC*)ccc2OC)cc1
CCCNC(=O)C1=Cc2ccc(Cl)cc2-c2c(C3CCCCC3)c3ccc(C=O)cc3n2C1,*CCCNC(=O)C1=Cc2ccc(Cl)cc2-c2c(C3CCCCC3)c3ccc(C(*)=O)cc3n2C1
CCOCCOCCOc1ccc(-c2cnc(C#N)c(C#N)n2)cc1OCCO,*CCOCCOCCOc1ccc(-c2cnc(C#N)c(C#N)n2)cc1OCCO*
C(=O)OC(CC)C(C)C1OC1(C)C=CC(=O)C(C)CC(CC=O)COC1OC(C)CC([NH+](C)C)C1OC(=O)CCC,*C(=O)OC(CC)C(C)C1OC1(C)C=CC(=O)C(C)CC(CC=O)C(*)OC1OC(C)CC([NH+](C)C)C1OC(=O)CCC
COCCOCCOCCOCCOc1ccc([N+](=O)[O-])cc1,*COCCOCCOCCOCCOc1ccc([N+](=O)[O-])cc1*
C(=O)NC(CC(=O)NC)c1nc(C(=O)NC(c2nc(C(=O)NCC(=O)NC(c3nc(-c4nc(-c5nc(-c6nc(NC(=O)N7CC(CCC(=O)[O-])CC(CCC(=O)[O-])C7)cs6)ccc5)cs4)cs3)C(O)c3ccccc3)c(COC)s2)C(C)C)c(C)s1,*C(=O)NC(CC(=O)NC)c1nc(C(=O)NC(c2nc(C(=O)NCC(=O)NC(c3nc(-c4nc(-c5nc(-c6nc(NC(=O)N7CC(CCC(=O)[O-])CC(CCC(=O)[O-])C7)cs6)ccc5*)cs4)cs3)C(O)c3ccccc3)c(COC)s2)C(C)C)c(C)s1
Oc1ccc(CC(NC(=O)C(CC(C)C)CC(=O)NO)C(=O)c2c[nH]c3ccccc23)cc1,*Oc1ccc(CC(NC(=O)C(CC(C)C)C(*)C(=O)NO)C(=O)c2c[nH]c3ccccc23)cc1
C(=O)NC(CSCC(=O)NC(CC(C)C)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(CO)C(=O)NCC(C)OP(=O)([O-])[O-])C(=O)[O-],*C(=O)NC(CSCC(=O)NC(CC(C)C)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(CO)C(=O)NC(*)C(C)OP(=O)([O-])[O-])C(=O)[O-]
C(OCC#Cc1cccnc1)C(C)C(OC1OC(C)CC([NH+](C)C)C1O)C(C)(CC(C)C(=NOCc1ccccc1Cl)C(C)C1OC(=O)OC1(C)CCC)OC,*C(OCC#Cc1cccnc1)C(C)C(OC1OC(C)CC([NH+](C)C)C1O)C(C)(CC(C)C(=NOCc1ccccc1Cl)C(C)C1OC(=O)OC1(C)C(*)CC)OC
CCCCC(=O)OC(C)CCC(CC)NS(=O)(=O)c1ccc(Cl)cc1,*CCCCC(=O)OC(C)CCC(CC*)NS(=O)(=O)c1ccc(Cl)cc1
CCCNC(=O)Cn1c(-c2ccoc2)c(C2CCCCC2)c2ccc(C(=O)N)cc21,*CCCNC(=O)Cn1c(-c2ccoc2)c(C2CCCCC2)c2ccc(C(=O)N*)cc21
OC(C)CCCC=CC1CC(OC(=O)CCC(=O)NC(Cc2ccc(N(CCCl)CCCl)cc2)C(=O)OC)CC1COC(=O)CCC(=O)NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)OC,*OC(C)CCCC=CC1CC(OC(=O)CCC(=O)NC(Cc2ccc(N(CCCl)CCCl)cc2)C(=O)OC)CC1C(*)OC(=O)CCC(=O)NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)OC
NC(C(=O)N1CC(OC)(c2ccc3cc(OC)ccc3c2)CC1C(=O)NC1(C(=O)[N-]S(=O)(=O)C2CC2)CC1C=C)C(C)(C)C,*NC(C(=O)N1CC(OC)(c2ccc3cc(OC)c(*)cc3c2)CC1C(=O)NC1(C(=O)[N-]S(=O)(=O)C2CC2)CC1C=C)C(C)(C)C
CSCCC[NH2+]CCN(C)Cc1ccc(C[NH+]2CCCSCCSCCC[NH2+]CC2)cc1,*CSCCC[NH2+]CCN(C*)Cc1ccc(C[NH+]2CCCSCCSCCC[NH2+]CC2)cc1
C(=O)C(CCC(=O)[O-])NC(=O)C(CC(C)C)NC(=O)C(CCCC=CCCCCC(=O)NC(CCCC[NH3+])C(=O)NC(CCC(N)=O)C(=O)NC(CCCC[NH3+])C(=O)NC(CC(C)C)C(=O)NC(CCCC[NH3+])C(=O)[O-])NC(=O)C(CCC(=O)[O-])NC(=O)C(CC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CCCC[NH3+])NC(=O)C(CCC(=O)[O-])NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(Cc1ccccc1)NC(=O)C(CCC(=O)[O-])NC(=O)C(CC(=O)[O-])NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C1CCC[NH2+]1)C(C)C,*C(=O)C(CCC(=O)[O-])NC(=O)C(CC(C)C)NC(=O)C(CCCC=CCCCC(*)C(=O)NC(CCCC[NH3+])C(=O)NC(CCC(N)=O)C(=O)NC(CCCC[NH3+])C(=O)NC(CC(C)C)C(=O)NC(CCCC[NH3+])C(=O)[O-])NC(=O)C(CCC(=O)[O-])NC(=O)C(CC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CCCC[NH3+])NC(=O)C(CCC(=O)[O-])NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(Cc1ccccc1)NC(=O)C(CCC(=O)[O-])NC(=O)C(CC(=O)[O-])NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C1CCC[NH2+]1)C(C)C
OCCCCC(=O)NC(C(=O)NCC(O)CC([NH3+])C1Cc2ccc(cc2)OCCCNC(=O)C(C(C)CC)NC1=O)C(C)C,*OCCCCC(=O)NC(C(=O)NC(*)C(O)CC([NH3+])C1Cc2ccc(cc2)OCCCNC(=O)C(C(C)CC)NC1=O)C(C)C
CCCC(NC(=O)C(CCCCNC(C)=S)NC(=O)C)C(N)=O,*CCCC(NC(=O)C(CCCCNC(C)=S)NC(=O)C*)C(N)=O
CC(OC)C(OC(N)=O)C(C)=CC(C)C(O)C(CC(C)CC1=C(OC)C(=O)C=CC1=O)OC,*CC(OC)C(OC(N)=O)C(C)=CC(C)C(O)C(CC(C)CC1=C(OC)C(=O)C=C(*)C1=O)OC
C(=O)C(Cc1ccc(OC)cc1)NC(=O)C(C(C)C)N(C)C(=O)CNC(=O)C(C(C)CC)N(C)C(=O)C(C(C)CC)N(C)C(=O)C(CC(=O)N1CCCCC1)N(C)C(=O)C(NC(=O)C(C(C)C)N(C)C(=O)C1CCCCN1)C(C)C,*C(=O)C(Cc1ccc(OC)cc1)NC(=O)C(C(C)C)N(C)C(=O)CNC(=O)C(C(C)CC)N(C)C(=O)C(C(C)CC)N(C)C(=O)C(CC(=O)N1CCCCC1)N(C)C(=O)C(NC(=O)C(C(C)C)N(C)C(=O)C1CCCCN1*)C(C)C
